gene	genetic_priority_level	twas_proxy_level	reporting_group	claim_strength_level	curated_exemplar_flag	biological_role_label	source_category	magma_rank	magma_p	magma_fdr	bonferroni_significant	gwas_locus	lead_snp	twas_fdr	twas_reference_tissue	twas_model_snp_count	twas_interpretation	smr_status	coloc_status	known_kidney_transport_or_calcium_gene	allowed_claim	disallowed_claim	overclaim_risk	decision_rule_applied	decision_notes	dominant_scrna_compartment	loop_tal_expression_detected	loop_tal_detection_fraction	loop_tal_mean_expression	scrna_detected	snrna_context_label	stage4B1_claim_modifier	stage4B1_notes	random_benchmark_support	driver_removal_relevance	driver_removal_support	loop_tal_context_final_support	stage4B2_claim_modifier	stage4B2_notes
SPCS1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	47	4.578e-08	1.68265579591837e-05	yes	KSD_L038	rs731831	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.222222222222222	0.358068299936884	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SPI1	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	1581	0.028274	0.309576826279217	no	NA_not_found	NA_not_found	0.0335453289195154	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SPPL2C	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	51	6.0603e-08	2.05765009411765e-05	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
STAB1	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	53	7.5622e-08	2.47069915471698e-05	yes	NA_not_found	NA_not_found	0.886221569728715	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
STH	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	45	3.789e-08	1.4580072e-05	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""	FALSE	0		FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
STMN3	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	1304	0.019503	0.258983088957055	no	NA_not_found	NA_not_found	0.0308137941214359	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SYT14	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	189	0.00010146	0.00929566857142857	no	NA_not_found	NA_not_found	0.0088204776803022	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TBCCD1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	73	4.9137e-07	0.000116555656438356	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TBX2	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	1	6.2728e-15	7.25730876e-11	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	0.000206200535848264	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.22962962962963	0.36252936710625	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TFAP2B	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	8	6.8295e-13	1.34145128e-09	yes	KSD_L051	rs62405422	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.103703703703704	0.145064972376121	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TIMM8B	G4_no_MAGMA_support	T2_one_snp_Kidney_Cortex_proxy	R5_TWAS_proxy_only	claim_3_contextual_or_supplementary	no	not_curated_exemplar	TWAS_FDR	NA_not_found	NA_not_found	NA_not_found	no	NA_not_found	NA_not_found	0.0253953651138083	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	supplementary Kidney_Cortex proxy TWAS signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_5_twas_proxy_only	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TMBIM1	G3_MAGMA_suggestive_or_module	T1_multi_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	410	0.0013633	0.057470627184466	no	NA_not_found	NA_not_found	0.0295940769417183	GTEx_v8_Kidney_Cortex	2	stronger_proxy_support	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is multi-SNP Kidney_Cortex proxy support only. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TMC4	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	584	0.0035741	0.105974513013699	no	NA_not_found	NA_not_found	0.0485692005624065	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TMEM170A	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	76	7.387e-07	0.000168306963157895	yes	""	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TNXB	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	87	1.6356e-06	0.0003255408	yes	NA_not_found	NA_not_found	0.0253953651138083	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0555555555555556	0.0689725500380683	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TRIOBP	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	38	1.2991e-08	5.91979357894737e-06	yes	KSD_L037	rs6000890	0.000500433504717289	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Injured_undifferentiated_epithelial	TRUE	0.185185185185185	0.241968931829243	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
TRPV6	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	504	0.0024792	0.0851782285714286	no	NA_not_found	NA_not_found	0.0322515790633361	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	yes	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
UGT8	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	9	6.9722e-13	1.34145128e-09	yes	KSD_L040;KSD_L041;KSD_L042;KSD_L043	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.172222222222222	0.238693542144415	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
UMOD	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	yes	TAL identity / uromodulin biology	current_curated_exemplar;MAGMA;coloc_resource_row	21	1.7321e-10	1.42824017142857e-07	yes	KSD_L018	rs77924615	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	yes	MAGMA-prioritized gene; curated biological exemplar for role-spectrum interpretation	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_exemplar_status_is_treated_as_priority_evidence	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence. Curated exemplar flag retained but does not upgrade genetic or TWAS level.	Collecting_duct_principal	TRUE	0.0759259259259259	0.162056515674989	TRUE	broader_epithelial	supports_broader_epithelial_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
UQCC5	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	63	1.5603e-07	4.2416208e-05	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
USP40	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	320	0.00073754	0.03991013325	no	NA_not_found	NA_not_found	0.00360202088408115	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
VPS13B	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	79	9.8176e-07	0.000215191850126582	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
WDR72	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	86	1.5509e-06	0.000312271911627907	yes	KSD_L015	rs2459379	0.674606958200653	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
YAF2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	42	2.6309e-08	1.08468248571429e-05	yes	KSD_L011	rs7974476	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.225925925925926	0.309920091114226	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
ZCRB1	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	56	1.0601e-07	3.27798064285714e-05	yes	NA_not_found	NA_not_found	4.04292012350524e-07	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	TRUE	0.12037037037037	0.17732877098526	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
ZFPM1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	27	1.0439e-09	6.69487866666667e-07	yes	KSD_L022	rs4782366	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Collecting_duct_principal	TRUE	0.0759259259259259	0.090368317751745	TRUE	broader_epithelial	supports_broader_epithelial_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
